step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,ageOrig,ageDest
289,TRANSFER,27759.73,C1844162816,27759.73,0.0,C1415356134,0.0,0.0,1,0,44,30.0
422,CASH_OUT,1857935.57,C1117447229,1857935.57,0.0,C916997939,738704.8,2596640.37,1,0,83,51.0
204,CASH_IN,466265.71,C611403120,68827.0,535092.71,C149416012,775806.49,309540.78,0,0,60,58.0
163,PAYMENT,264.26,C187063215,73080.51,72816.25,M1940476697,0.0,0.0,0,0,20,NaN
730,CASH_OUT,1152538.9,C1040108506,1152538.9,0.0,C1101565058,0.0,1152538.9,1,0,26,73.0
500,CASH_OUT,242350.94,C26761272,16512.0,0.0,C1414026095,107019.24,349370.17,0,0,47,68.0
137,PAYMENT,42841.02,C1886051399,42640.0,0.0,M1499630061,0.0,0.0,0,0,79,NaN
132,CASH_OUT,10169.49,C1119412735,0.0,0.0,C441387571,18894.69,29064.18,0,0,75,54.0
402,TRANSFER,220525.74,C1113296800,0.0,0.0,C328009056,247277.35,467803.09,0,0,36,42.0
18,PAYMENT,12998.91,C1801964972,0.0,0.0,M182838967,0.0,0.0,0,0,22,NaN
83,CASH_OUT,286769.07,C1848884000,286769.07,0.0,C376115864,0.0,286769.07,1,0,36,21.0
371,PAYMENT,16275.97,C2041716230,4604.15,0.0,M1296378452,0.0,0.0,0,0,21,NaN
231,PAYMENT,12638.15,C1571120502,1167.0,0.0,M1679458313,0.0,0.0,0,0,23,NaN
414,CASH_OUT,216000.95,C1048484553,216000.95,0.0,C1044750708,171773.03,387773.97,1,0,46,64.0
207,PAYMENT,12225.58,C1172691666,43182.0,30956.42,M1527644374,0.0,0.0,0,0,71,NaN
34,CASH_OUT,206942.56,C925870528,202199.0,0.0,C280407248,0.0,82304.77,0,0,53,40.0
677,CASH_OUT,1600721.32,C2142600203,1600721.32,0.0,C1363796559,0.0,1600721.32,1,0,45,41.0
21,PAYMENT,7480.58,C2032041330,30297.0,22816.42,M1952397020,0.0,0.0,0,0,37,NaN
395,CASH_OUT,33927.69,C2139637346,611066.0,577138.31,C1133199793,42620.33,76548.02,0,0,37,90.0
160,PAYMENT,33555.0,C276968461,200594.05,167039.06,M1849351083,0.0,0.0,0,0,77,NaN
578,TRANSFER,152372.18,C305484258,152372.18,0.0,C1150916602,0.0,0.0,1,0,63,19.0
266,TRANSFER,5494862.93,C988536152,5494862.93,0.0,C2025332798,0.0,0.0,1,0,19,56.0
378,CASH_OUT,386423.91,C78882275,396.0,0.0,C1272933627,2847822.57,3234246.48,0,0,48,32.0
20,CASH_IN,98779.85,C352466033,75393.0,174172.85,C1400966199,0.0,0.0,0,0,40,77.0
488,CASH_OUT,27696.89,C1714051510,27696.89,0.0,C502023164,352139.13,379836.02,1,0,80,46.0
13,CASH_OUT,76930.84,C1178734272,0.0,0.0,C490352527,0.0,76930.84,0,0,31,57.0
229,CASH_IN,261642.29,C622609189,13796103.26,14057745.55,C1457495175,460050.8,198408.51,0,0,74,37.0
159,CASH_OUT,215413.41,C1712445749,51777.0,0.0,C507637291,83385.83,298799.24,0,0,41,45.0
71,TRANSFER,345526.4,C264616990,345526.4,0.0,C1955514169,0.0,0.0,1,0,82,90.0
225,CASH_IN,255354.88,C1926377197,10214.0,265568.88,C1192844610,92133.09,0.0,0,0,36,38.0
163,PAYMENT,3185.92,C359389037,31624.0,28438.08,M983728782,0.0,0.0,0,0,40,NaN
308,CASH_OUT,267444.26,C1698819072,10475.0,0.0,C472482666,249484.64,516928.91,0,0,87,42.0
334,CASH_OUT,94161.34,C1914346954,0.0,0.0,C1784690177,170692.17,264853.51,0,0,52,54.0
720,TRANSFER,79039.81,C1468845762,79039.81,0.0,C1226285099,0.0,0.0,1,0,37,84.0
34,CASH_OUT,1462355.44,C1049482889,1462355.44,0.0,C373339841,1544724.84,3007080.29,1,0,75,63.0
364,CASH_OUT,703135.43,C1136940634,703135.43,0.0,C1710133326,14781.63,717917.06,1,0,39,40.0
396,CASH_OUT,159663.41,C141554696,1228.0,0.0,C1409209609,0.0,159663.41,0,0,28,58.0
418,CASH_OUT,34498.05,C1824510333,34498.05,0.0,C731687431,0.0,34498.05,1,0,39,73.0
137,PAYMENT,25421.32,C304795828,0.0,0.0,M1791585963,0.0,0.0,0,0,72,NaN
281,TRANSFER,556720.82,C1352632732,556720.82,0.0,C1169865879,0.0,0.0,1,0,63,54.0
699,CASH_OUT,2763398.31,C1491503658,2763398.31,0.0,C454424230,339515.35,3102913.66,1,0,78,50.0
31,CASH_OUT,587031.2,C1534882693,587031.2,0.0,C534658891,338247.75,925278.94,1,0,63,33.0
162,TRANSFER,66102.09,C158273377,0.0,0.0,C938066429,1532936.74,1579603.98,0,0,56,85.0
231,CASH_OUT,312663.06,C720588903,10617.0,0.0,C1013103806,545846.04,858509.1,0,0,33,40.0
185,CASH_OUT,172531.35,C919413083,0.0,0.0,C146348361,1685938.67,1858470.02,0,0,71,59.0
333,PAYMENT,22490.55,C239700225,0.0,0.0,M2127632250,0.0,0.0,0,0,39,NaN
228,CASH_OUT,202075.88,C281001517,79982.0,0.0,C1646434363,291319.29,493395.17,0,0,53,90.0
254,PAYMENT,3243.63,C1282325268,0.0,0.0,M2085034401,0.0,0.0,0,0,64,NaN
325,PAYMENT,25380.27,C34242010,495653.0,470272.73,M2083127632,0.0,0.0,0,0,35,NaN
580,CASH_OUT,282500.69,C750260053,282500.69,0.0,C1495197432,27806.82,310307.51,1,0,30,50.0
558,CASH_OUT,1268931.21,C199205257,1268931.21,0.0,C1485135599,10940338.7,12209269.9,1,0,25,34.0
19,TRANSFER,1861008.32,C1990303942,1861008.32,0.0,C1308678191,0.0,0.0,1,0,36,40.0
137,CASH_OUT,105986.9,C143237863,27524.0,0.0,C228723003,3914003.06,4019989.96,0,0,23,78.0
299,CASH_OUT,79700.62,C1729522522,0.0,0.0,C19320729,262909.11,342609.73,0,0,28,85.0
234,CASH_IN,197236.6,C103894520,64133.0,261369.6,C1637741359,0.0,0.0,0,0,59,34.0
574,CASH_OUT,58863.89,C678401003,58863.89,0.0,C1491672544,37515.88,96379.78,1,0,52,49.0
329,CASH_OUT,28396.92,C970417587,18817.0,0.0,C1096182605,1051038.4,1079435.32,0,0,26,45.0
99,CASH_OUT,1515291.19,C73290469,1515291.19,0.0,C1192284712,234869.29,1750160.47,1,0,45,55.0
276,CASH_IN,296670.47,C389860590,4583140.44,4879810.91,C957786748,13232600.11,12935929.64,0,0,90,70.0
373,CASH_OUT,247713.74,C528173855,21260.0,0.0,C559753808,0.0,247713.74,0,0,22,85.0
35,TRANSFER,82416.18,C451147524,0.0,0.0,C776379422,1164875.9,1247292.09,0,0,87,36.0
139,PAYMENT,18961.76,C1052880331,61829.0,42867.24,M557512952,0.0,0.0,0,0,28,NaN
333,TRANSFER,2070939.88,C1745983205,2070939.88,0.0,C754249835,0.0,0.0,1,0,40,25.0
347,CASH_IN,71136.87,C26422270,4244168.12,4315305.0,C331475774,293156.12,222019.24,0,0,24,46.0
184,TRANSFER,552665.55,C1567743988,20862.0,0.0,C223840830,11091963.12,11644628.66,0,0,77,24.0
296,TRANSFER,890964.06,C1313129154,890964.06,0.0,C42915246,0.0,0.0,1,0,62,71.0
300,CASH_IN,154159.54,C754942317,4966420.51,5120580.05,C1073295007,544811.5,390651.95,0,0,42,77.0
154,CASH_OUT,430590.4,C597829156,0.0,0.0,C602617045,1004622.57,1435212.97,0,0,85,35.0
353,CASH_IN,393036.48,C1130986389,76.0,393112.48,C996565431,10852.57,0.0,0,0,63,19.0
54,CASH_OUT,1350574.58,C414078193,1350574.58,0.0,C907833742,2925591.98,4276166.57,1,0,59,27.0
183,CASH_OUT,43736.03,C670027094,3047.0,0.0,C330156240,0.0,43736.03,0,0,84,41.0
185,CASH_OUT,224672.35,C329805359,0.0,0.0,C1849941462,9007672.48,9232344.83,0,0,69,27.0
395,CASH_IN,201276.42,C811894506,20330.0,221606.42,C1341878449,23740.21,0.0,0,0,23,86.0
202,CASH_OUT,125939.15,C146629968,0.0,0.0,C1144500721,2444078.19,2570017.34,0,0,49,43.0
155,CASH_OUT,64927.07,C1325294166,0.0,0.0,C1228317012,0.0,64927.07,0,0,56,83.0
567,CASH_OUT,122816.67,C317430000,122816.67,0.0,C1681760048,807810.34,930627.01,1,0,59,86.0
129,CASH_OUT,1864022.05,C767567328,1864022.05,0.0,C1624455220,1435908.91,3299930.96,1,0,38,26.0
13,PAYMENT,16252.84,C803863582,40677.58,24424.73,M660194526,0.0,0.0,0,0,61,NaN
372,CASH_IN,161405.76,C583202108,99905.0,261310.76,C1071072112,0.0,0.0,0,0,61,59.0
726,TRANSFER,3547010.54,C2022499393,3547010.54,0.0,C401908877,0.0,0.0,1,0,33,84.0
41,PAYMENT,7374.37,C1959068081,261998.0,254623.63,M1769531762,0.0,0.0,0,0,38,NaN
327,CASH_OUT,448423.39,C1078598942,275497.0,0.0,C73246574,107039.69,555463.08,0,0,19,47.0
177,TRANSFER,452804.42,C1206970364,452804.42,0.0,C218347710,0.0,0.0,1,0,37,32.0
317,TRANSFER,5741.05,C1122558088,5741.05,0.0,C47401126,0.0,0.0,1,0,62,41.0
576,TRANSFER,818639.22,C2092303293,818639.22,0.0,C2311049,0.0,0.0,1,0,37,79.0
676,CASH_OUT,3542716.02,C488587409,3542716.02,0.0,C1867928839,4746.62,3547462.65,1,0,30,32.0
164,CASH_OUT,513317.05,C1680739587,0.0,0.0,C105793004,817556.93,1330873.98,0,0,86,24.0
451,CASH_OUT,475693.24,C23091724,475693.24,0.0,C798547691,28808.22,504501.46,1,0,72,25.0
181,TRANSFER,2959768.61,C450236239,21149.0,0.0,C1680716500,2292264.68,5252033.29,0,0,37,78.0
35,TRANSFER,3606943.31,C1054903406,3606943.31,0.0,C755069790,0.0,0.0,1,0,20,71.0
400,CASH_OUT,1191669.35,C579160579,1191669.35,0.0,C923916676,311728.89,1503398.24,1,0,69,49.0
177,CASH_OUT,154909.16,C1041463414,0.0,0.0,C1713454006,550620.74,705529.9,0,0,25,47.0
301,TRANSFER,82665.47,C1241022919,82665.47,0.0,C778090649,0.0,0.0,1,0,19,24.0
244,CASH_OUT,2424380.16,C467492380,2424380.16,0.0,C576226769,509474.11,2933854.27,1,0,49,32.0
237,CASH_OUT,3924102.18,C390716812,3924102.18,0.0,C1387545582,0.0,3924102.18,1,0,88,64.0
609,TRANSFER,564263.94,C656681397,564263.94,0.0,C1487339522,0.0,0.0,1,0,73,67.0
199,CASH_OUT,80885.48,C2065836466,80885.48,0.0,C582821182,756653.51,837538.99,1,0,85,31.0
261,CASH_IN,338507.56,C365883280,5300234.64,5638742.21,C1310578173,2440543.07,2102035.51,0,0,45,74.0
583,CASH_OUT,333390.18,C727455113,333390.18,0.0,C1934242294,5592648.15,5926038.32,1,0,48,88.0
333,CASH_OUT,75510.83,C1852471679,0.0,0.0,C1737076643,1452405.31,1527916.14,0,0,38,65.0
444,TRANSFER,408864.84,C1831363253,408864.84,0.0,C2045273924,0.0,0.0,1,0,21,33.0
209,TRANSFER,7044227.89,C16402858,7044227.89,0.0,C2025262313,0.0,0.0,1,0,48,69.0
562,TRANSFER,8208916.0,C364617026,8208916.0,0.0,C1664077486,0.0,0.0,1,0,67,54.0
261,CASH_IN,260644.6,C1937736865,2793622.55,3054267.15,C1592661036,740582.74,479938.13,0,0,56,45.0
489,TRANSFER,177925.98,C2071075791,177925.98,0.0,C2019441541,0.0,0.0,1,0,59,32.0
212,CASH_OUT,106949.79,C462929232,43988.0,0.0,C1214802171,406414.74,513364.53,0,0,48,51.0
11,CASH_IN,41133.53,C1619520740,1438728.5,1479862.03,C1095587424,5420917.89,5379784.35,0,0,82,56.0
250,TRANSFER,10000000.0,C2099141021,21343002.08,11343002.08,C1733297456,0.0,0.0,1,0,36,34.0
236,PAYMENT,5755.46,C470258543,170898.92,165143.46,M895187154,0.0,0.0,0,0,90,NaN
403,CASH_IN,205546.32,C649744075,11725.0,217271.32,C676922171,468980.61,263434.29,0,0,49,29.0
310,PAYMENT,44338.3,C351097102,182510.0,138171.7,M382508592,0.0,0.0,0,0,42,NaN
14,TRANSFER,1561891.66,C736093511,1561891.66,0.0,C1224081716,0.0,0.0,1,0,32,90.0
18,TRANSFER,9131.0,C1592623877,9131.0,0.0,C87183368,0.0,0.0,1,0,52,72.0
251,TRANSFER,82112.74,C106888185,82112.74,0.0,C299512906,0.0,0.0,1,0,70,19.0
303,TRANSFER,322585.04,C1769157927,322585.04,0.0,C1445084705,0.0,0.0,1,0,18,73.0
223,CASH_OUT,468446.77,C1527065781,468446.77,0.0,C1620993935,0.0,468446.77,1,0,35,70.0
728,TRANSFER,6322399.97,C1838430036,6322399.97,0.0,C432858723,0.0,0.0,1,0,26,24.0
162,CASH_OUT,47339.47,C82753685,0.0,0.0,C1394736621,2471153.27,2518492.74,0,0,83,65.0
250,CASH_OUT,25253.63,C1072548473,0.0,0.0,C1066232075,55012.92,80266.55,0,0,25,32.0
307,CASH_IN,26445.2,C967297742,183114.0,209559.2,C1546380542,44673.93,18228.73,0,0,36,90.0
225,CASH_OUT,136977.24,C925737381,77.0,0.0,C151320187,0.0,136977.24,0,0,62,37.0
378,CASH_IN,277770.81,C1595087380,5852968.13,6130738.94,C421489811,569970.84,292200.03,0,0,19,68.0
396,CASH_IN,419523.61,C1675527854,418545.7,838069.31,C44478527,474987.79,55464.17,0,0,83,56.0
359,PAYMENT,4147.86,C739560259,0.0,0.0,M154527295,0.0,0.0,0,0,31,NaN
38,CASH_OUT,184776.32,C856941771,0.0,0.0,C1588936012,470775.43,655551.75,0,0,43,71.0
286,CASH_OUT,48084.21,C205274959,0.0,0.0,C1474511841,1026720.83,1074805.04,0,0,66,82.0
733,TRANSFER,1548376.44,C1119842359,1548376.44,0.0,C826187044,0.0,0.0,1,0,26,31.0
37,CASH_IN,200485.42,C1293216178,10349.0,210834.42,C1589395798,30405.3,0.0,0,0,41,27.0
278,PAYMENT,22515.49,C185961118,50516.0,28000.51,M1310554045,0.0,0.0,0,0,30,NaN
143,CASH_OUT,155854.37,C1717994477,155854.37,0.0,C1484687714,318930.35,474784.71,1,0,45,22.0
324,TRANSFER,10211.81,C1057819107,10211.81,0.0,C97284144,0.0,0.0,1,0,54,45.0
184,CASH_OUT,535862.82,C172852394,0.0,0.0,C1915393040,1442405.48,1978268.29,0,0,43,56.0
68,TRANSFER,915266.65,C1936471789,915266.65,0.0,C844650878,0.0,0.0,1,0,74,47.0
14,CASH_OUT,1832319.42,C803703656,1832319.42,0.0,C858007309,43962.42,2440139.69,1,0,73,76.0
260,TRANSFER,5510.76,C1665073258,0.0,0.0,C613686419,7373127.4,7378638.16,0,0,69,62.0
526,PAYMENT,850.48,C1260039907,1498.0,647.52,M1538995009,0.0,0.0,0,0,86,NaN
380,CASH_OUT,147352.83,C650386014,0.0,0.0,C511524367,1074825.25,1222178.08,0,0,43,89.0
210,PAYMENT,20620.79,C1975756863,0.0,0.0,M817187027,0.0,0.0,0,0,70,NaN
503,PAYMENT,10172.82,C124180257,0.0,0.0,M130210872,0.0,0.0,0,0,50,NaN
394,TRANSFER,3354215.55,C1128510858,3354215.55,0.0,C907385207,0.0,0.0,1,0,87,54.0
162,CASH_OUT,226838.37,C1586344845,4070.0,0.0,C799247107,0.0,226838.37,0,0,77,66.0
186,CASH_IN,16887.45,C278108995,3282090.93,3298978.38,C895921835,3142908.22,3126020.76,0,0,26,32.0
679,TRANSFER,198383.8,C604057194,198383.8,0.0,C1016011422,0.0,0.0,1,0,41,45.0
229,CASH_IN,9536.16,C1094907577,316075.27,325611.43,C1614018753,4025775.25,4016239.09,0,0,56,54.0
673,TRANSFER,329055.47,C1091119024,329055.47,0.0,C538971825,0.0,0.0,1,0,44,79.0
19,CASH_IN,36541.22,C221122949,950001.0,986542.22,C1886240972,2093227.64,2056686.42,0,0,42,63.0
106,TRANSFER,1486955.35,C1349419422,1486955.35,0.0,C199707137,0.0,0.0,1,0,50,34.0
430,TRANSFER,326394.8,C541833778,326394.8,0.0,C36684141,0.0,0.0,1,0,83,89.0
234,PAYMENT,17831.13,C1462399630,41077.0,23245.87,M1986989886,0.0,0.0,0,0,76,NaN
131,PAYMENT,17480.73,C1059784722,20056.0,2575.27,M1104836482,0.0,0.0,0,0,52,NaN
158,TRANSFER,171456.83,C970953721,171456.83,0.0,C574361249,0.0,0.0,1,0,31,35.0
345,CASH_OUT,8994286.69,C180006321,8994286.69,0.0,C1877082345,0.0,8994286.69,1,0,37,31.0
707,TRANSFER,4676.42,C1043527721,4676.42,0.0,C2017082627,0.0,0.0,1,0,46,61.0
608,CASH_OUT,4716307.48,C672433047,4716307.48,0.0,C1424729422,0.0,4716307.48,1,0,75,45.0
360,TRANSFER,758848.47,C1635073538,758848.47,0.0,C25163995,0.0,0.0,1,0,88,88.0
323,CASH_OUT,183616.74,C1487336034,0.0,0.0,C76804634,2807142.61,2990759.34,0,0,30,75.0
71,CASH_OUT,386996.34,C1461649383,386996.34,0.0,C798055687,512943.11,899939.45,1,0,69,83.0
731,TRANSFER,508929.61,C533095346,508929.61,0.0,C1301226150,0.0,0.0,1,0,36,65.0
549,CASH_OUT,21662.5,C34016039,21662.5,0.0,C690443713,0.0,21662.5,1,0,57,71.0
173,CASH_OUT,98634.75,C1536726589,98634.75,0.0,C12493912,966049.7,1064684.45,1,0,89,59.0
332,CASH_OUT,41661.74,C1249195079,305033.0,263371.26,C1389653190,758078.12,799739.86,0,0,20,71.0
14,CASH_OUT,2927005.15,C2010427735,2927005.15,0.0,C1887744176,0.0,2994420.07,1,0,87,56.0
561,CASH_OUT,2763025.35,C1978450840,2763025.35,0.0,C1939942308,74021.98,2837047.33,1,0,39,48.0
719,TRANSFER,479926.98,C444759415,479926.98,0.0,C1253833239,0.0,0.0,1,0,38,80.0
591,TRANSFER,221107.56,C1387397359,221107.56,0.0,C1005726924,0.0,0.0,1,0,40,31.0
121,TRANSFER,43357.65,C91294902,43357.65,0.0,C995709534,0.0,0.0,1,0,27,90.0
130,CASH_OUT,539398.59,C1195601813,124758.0,0.0,C1484921022,116640.15,656038.74,0,0,19,65.0
582,CASH_OUT,781988.85,C1367702961,781988.85,0.0,C2040799056,0.0,781988.85,1,0,50,88.0
57,CASH_OUT,157610.11,C1227085633,157610.11,0.0,C1712237759,949587.48,1107197.59,1,0,53,74.0
277,CASH_OUT,79864.87,C1369782294,0.0,0.0,C1343784441,3643761.73,3723626.6,0,0,85,78.0
18,CASH_IN,225530.15,C752556005,5278.0,230808.15,C1782580329,0.0,0.0,0,0,54,20.0
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1,30,58.0
549,CASH_OUT,1057053.6,C2060205709,1057053.6,0.0,C1377648519,0.0,1057053.6,1,0,31,54.0
353,CASH_OUT,839008.91,C46669034,839008.91,0.0,C1321957985,364600.35,1203609.26,1,0,24,18.0
262,TRANSFER,218074.57,C1211163896,218074.57,0.0,C1493086567,0.0,0.0,1,0,43,75.0
404,CASH_OUT,222837.11,C2076681300,0.0,0.0,C1763992685,1159016.26,1767154.03,0,0,55,71.0
693,TRANSFER,463891.31,C96489795,463891.31,0.0,C385716875,0.0,0.0,1,0,36,44.0
402,PAYMENT,7631.13,C776145725,20105.0,12473.87,M1599180942,0.0,0.0,0,0,20,NaN
136,CASH_OUT,20735.15,C1898899208,11504.0,0.0,C554700699,0.0,20735.15,0,0,19,83.0
7,PAYMENT,7.79,C1934006416,30807.0,30799.21,M938608826,0.0,0.0,0,0,70,NaN
738,CASH_OUT,814689.88,C1446317541,814689.88,0.0,C253690179,0.0,814689.88,1,0,88,39.0
404,PAYMENT,13506.01,C894520828,0.0,0.0,M969297087,0.0,0.0,0,0,58,NaN
644,TRANSFER,228751.77,C1886391505,228751.77,0.0,C137422698,0.0,0.0,1,0,29,35.0
324,CASH_OUT,450619.61,C1558190452,0.0,0.0,C353554883,3779995.92,4230615.53,0,0,72,44.0
183,CASH_OUT,109285.37,C624431369,5871.0,0.0,C252772556,0.0,109285.37,0,0,68,26.0
119,PAYMENT,2359.92,C883184321,1928.0,0.0,M240427174,0.0,0.0,0,0,65,NaN
164,CASH_OUT,354757.27,C1499051821,0.0,0.0,C2027497664,3299535.96,3654293.23,0,0,20,41.0
207,CASH_OUT,354328.31,C359962865,213388.0,0.0,C1475534248,0.0,354328.31,0,0,37,44.0
279,CASH_OUT,211337.43,C104215812,11126.0,0.0,C595900373,353318.59,564656.02,0,0,23,85.0
509,CASH_OUT,2656973.04,C759396393,2656973.04,0.0,C899155690,654028.45,3311001.49,1,0,48,85.0
396,CASH_OUT,34578.17,C1673552671,0.0,0.0,C155169291,3752564.17,3957423.3,0,0,82,21.0
730,TRANSFER,1152538.9,C231322789,1152538.9,0.0,C1922711956,0.0,0.0,1,0,30,74.0
426,TRANSFER,99804.21,C1507425554,99804.21,0.0,C1679076725,0.0,0.0,1,0,83,49.0
226,CASH_OUT,209086.36,C795712796,25001.0,0.0,C1175958583,0.0,209086.36,0,0,39,69.0
25,TRANSFER,1698263.69,C1865185181,1698263.69,0.0,C388097316,0.0,0.0,1,0,56,74.0
322,CASH_OUT,255687.09,C1132446373,0.0,0.0,C1944095962,2657210.32,2912897.41,0,0,50,63.0
331,PAYMENT,5250.71,C561714273,0.0,0.0,M142292443,0.0,0.0,0,0,49,NaN
350,TRANSFER,798042.0,C2084396153,0.0,0.0,C389360078,4474613.92,5272655.92,0,0,60,66.0
33,CASH_OUT,183434.12,C901190356,0.0,0.0,C1385605900,344957.8,245045.4,0,0,24,36.0
707,TRANSFER,226402.77,C1176671535,226402.77,0.0,C385619809,0.0,0.0,1,0,41,64.0
420,CASH_OUT,253261.96,C1705481252,253261.96,0.0,C1051090586,95869.95,349131.91,1,0,62,25.0
571,TRANSFER,972723.96,C1222331901,972723.96,0.0,C1807976680,0.0,0.0,1,0,39,20.0
439,TRANSFER,306419.73,C208491415,306419.73,0.0,C2131363055,0.0,0.0,1,0,51,31.0
259,CASH_IN,158233.95,C1770565491,8933529.9,9091763.85,C480599533,339932.84,181698.88,0,0,59,83.0
349,TRANSFER,1398633.34,C1585861369,1398633.34,0.0,C154053358,0.0,0.0,1,0,70,83.0
325,CASH_OUT,180655.07,C1865079867,0.0,0.0,C2037183763,856134.63,1036789.71,0,0,82,56.0
207,PAYMENT,1906.06,C2131098873,46106.81,44200.75,M624513574,0.0,0.0,0,0,59,NaN
698,CASH_OUT,10000000.0,C1460810398,10000000.0,0.0,C725953073,697508.01,10697508.01,1,0,51,30.0
343,CASH_OUT,540530.08,C1305572067,540530.08,0.0,C362968415,3707887.19,4248417.27,1,0,28,63.0
41,TRANSFER,422095.97,C1812489223,143858.55,0.0,C410888707,3715733.45,4137829.42,0,0,38,78.0
279,CASH_OUT,496672.82,C1458579642,0.0,0.0,C1184100736,2305957.66,2802630.48,0,0,71,42.0
201,PAYMENT,1419.36,C252237315,0.0,0.0,M1865794883,0.0,0.0,0,0,18,NaN
202,PAYMENT,9782.22,C244838619,0.0,0.0,M1922779509,0.0,0.0,0,0,86,NaN
168,PAYMENT,13412.0,C483931617,20905.0,7493.0,M1925739429,0.0,0.0,0,0,21,NaN
74,CASH_OUT,1311150.9,C605093641,1311150.9,0.0,C721605153,0.0,1311150.9,1,0,38,66.0
397,CASH_IN,247997.77,C2108562157,123.0,248120.77,C256909857,2687242.45,2439244.68,0,0,81,87.0
144,CASH_OUT,343999.8,C1079154167,343999.8,0.0,C385675312,33423.37,377423.17,1,0,55,40.0
364,TRANSFER,703135.43,C641091675,703135.43,0.0,C1483704749,0.0,0.0,1,0,58,34.0
563,CASH_OUT,1565621.39,C490326282,1565621.39,0.0,C1291474697,221000.18,1786621.57,1,0,65,85.0
140,PAYMENT,23398.25,C213578194,0.0,0.0,M296601090,0.0,0.0,0,0,56,NaN
238,CASH_OUT,10000000.0,C1723333662,10000000.0,0.0,C1093911640,261802.02,10261802.02,1,0,38,70.0
161,CASH_IN,103486.09,C1536583853,13416863.94,13520350.03,C215234279,435536.72,332050.63,0,0,75,72.0
70,TRANSFER,266766.78,C2105673103,266766.78,0.0,C98079296,0.0,0.0,1,0,34,24.0
372,CASH_OUT,187076.06,C1048238643,15916.0,0.0,C1256488263,2972743.55,3159819.61,0,0,87,57.0
684,PAYMENT,16816.54,C1126710156,0.0,0.0,M458057157,0.0,0.0,0,0,90,NaN
254,CASH_OUT,653949.74,C1985193615,653949.74,0.0,C967226405,1404475.93,2058425.67,1,0,70,19.0
281,PAYMENT,6140.93,C2035839102,0.0,0.0,M1207227360,0.0,0.0,0,0,40,NaN
95,CASH_OUT,87999.25,C409531429,87999.25,0.0,C1827219533,0.0,87999.25,1,0,53,59.0
718,CASH_OUT,8851.38,C1231251587,8851.38,0.0,C1943166088,0.0,8851.38,1,0,67,35.0
211,CASH_OUT,19914.69,C255414008,0.0,0.0,C1779456727,848143.85,868058.54,0,0,72,23.0
231,TRANSFER,635785.97,C1365068125,45497.0,0.0,C810067857,80407.98,716193.95,0,0,40,33.0
225,CASH_OUT,3600.56,C1451344251,0.0,0.0,C1464046572,20504.99,24105.55,0,0,65,69.0
38,CASH_OUT,52515.13,C1671307749,0.0,0.0,C1169384430,145104.05,197619.18,0,0,34,22.0
322,PAYMENT,13401.13,C121989315,2958.0,0.0,M855589268,0.0,0.0,0,0,33,NaN
625,TRANSFER,2654302.46,C286057800,2654302.46,0.0,C1593401972,0.0,0.0,1,0,22,22.0
55,TRANSFER,309254.05,C1323797959,309254.05,0.0,C986375360,0.0,0.0,1,0,34,76.0
289,CASH_OUT,87219.11,C790263218,87219.11,0.0,C1380927357,45443.64,132662.75,1,0,51,52.0
79,TRANSFER,1619331.51,C144675030,1619331.51,0.0,C660991644,0.0,0.0,1,0,76,59.0
209,CASH_IN,127871.91,C1850443402,174496.25,302368.16,C1744608012,186390.02,58518.11,0,0,72,42.0
275,TRANSFER,1436.38,C1462369015,1436.38,0.0,C204541509,0.0,0.0,1,0,44,33.0
648,CASH_OUT,17733.57,C2110950360,17733.57,0.0,C1146126166,4802659.6,4820393.17,1,0,73,60.0
153,CASH_OUT,412511.32,C1575731939,412511.32,0.0,C33412994,41026.29,453537.61,1,0,32,66.0
161,PAYMENT,25169.58,C432456561,0.0,0.0,M1448517686,0.0,0.0,0,0,87,NaN
43,CASH_IN,8550.48,C1422549823,125622.0,134172.48,C577075414,210721.34,202170.86,0,0,28,20.0
212,PAYMENT,7452.06,C485584943,0.0,0.0,M1631892964,0.0,0.0,0,0,21,NaN
236,CASH_OUT,98625.08,C572844379,0.0,0.0,C349781301,685708.18,784333.27,0,0,76,78.0
226,CASH_OUT,165159.25,C2128176657,33374.0,0.0,C1894671348,1629679.65,1794838.9,0,0,90,34.0
95,TRANSFER,33676.59,C732111322,33676.59,0.0,C1140210295,0.0,0.0,1,0,68,29.0
528,TRANSFER,311234.46,C1635920550,311234.46,0.0,C942070496,0.0,0.0,1,0,66,68.0
533,TRANSFER,495977.84,C1851117784,495977.84,0.0,C705045817,0.0,0.0,1,0,78,55.0
321,CASH_OUT,125110.59,C285709038,1165.0,0.0,C1519929500,409593.45,534704.04,0,0,76,45.0
190,PAYMENT,11414.16,C1257760148,39997.0,28582.84,M907975153,0.0,0.0,0,0,46,NaN
42,TRANSFER,466918.12,C1328711732,0.0,0.0,C686224839,470794.91,854552.73,0,0,47,40.0
197,CASH_OUT,486060.16,C558066114,486060.16,0.0,C1244940749,0.0,486060.16,1,0,73,86.0
159,TRANSFER,416832.9,C1395649646,416832.9,0.0,C640393193,0.0,0.0,1,0,54,30.0
