transaction_id,timestamp,source_account,destination_account,transaction_type,amount,customer_age,ip_address,device_id,location,channel,is_fraud,fraud_type
TXc34ffcac,2025-01-27 16:41:18,ACCT55159,EXT-38615,Deposit,3651.08,79,254.231.145.175,DEV-9317,New York,Mobile App,False,
TX7edd5475,2025-01-05 08:06:48,ACCT56606,EXT-78117,Wire Transfer,6843.76,66,241.161.15.127,DEV-4468,Colorado,Online Banking,True,Tech Support
TX92740eda,2025-01-23 09:36:20,ACCT29507,EXT-93711,Wire Transfer,5967.72,87,218.97.144.73,DEV-3721,Pennsylvania,Mobile App,False,
TX0a42484e,2025-01-11 02:20:29,ACCT94087,ACCT78559,Online Payment,7256.63,69,238.199.3.176,DEV-3344,New York,Branch,False,
TX0c78aeea,2025-01-09 14:10:13,ACCT55031,ACCT13070,Online Payment,2962.3,89,230.108.218.175,DEV-3173,New York,ATM,False,
TX14ff3e12,2025-01-03 16:43:24,ACCT61236,ACCT43576,Wire Transfer,7354.63,68,29.89.33.149,DEV-4546,California,Branch,False,
TX93704931,2025-01-09 10:35:06,ACCT33755,EXT-24487,Online Payment,7457.61,74,25.201.87.7,DEV-1981,Colorado,Branch,True,Real Estate
TX49bac81e,2025-01-28 09:48:05,ACCT79821,EXT-98885,Online Payment,7964.29,86,105.230.69.158,DEV-1154,Arizona ,Branch,True,Extortion
TX317478eb,2025-01-14 07:27:49,ACCT15642,ACCT10801,Wire Transfer,6273.16,90,30.45.211.228,DEV-6136,Colorado,ATM,False,
TX90aabab8,2025-01-15 23:54:11,ACCT24402,ACCT61220,Online Payment,3208.49,78,191.205.103.158,DEV-5461,Washington,Branch,True,Personal Data Breach
TXaba13a57,2025-01-16 03:42:19,ACCT19897,ACCT49216,Online Payment,1158.71,63,121.40.110.198,DEV-8366,Florida,Online Banking,False,
TXbd929690,2025-01-11 09:25:23,ACCT39121,EXT-83753,Wire Transfer,6660.23,87,136.55.252.109,DEV-6564,New York,Online Banking,False,
TX51f28257,2025-01-05 13:20:41,ACCT81314,ACCT26256,Wire Transfer,4656.12,69,27.152.141.170,DEV-2481,Pennsylvania,Branch,False,
TXb808f47e,2025-01-21 00:06:42,ACCT53403,ACCT86563,Deposit,45.2,77,47.67.12.47,DEV-1256,Pennsylvania,ATM,False,
TX47fca985,2025-01-15 19:52:18,ACCT63454,ACCT40771,Deposit,2218.54,76,21.210.104.219,DEV-2384,Pennsylvania,ATM,True,Tech Support
TX2787aa89,2025-01-21 20:00:10,ACCT25855,ACCT83577,Withdrawal,4577.81,68,230.243.127.10,DEV-7925,New York,Mobile App,False,
TXd71de1b3,2025-01-29 10:25:27,ACCT12295,ACCT86283,Withdrawal,6813.49,76,23.188.170.250,DEV-2654,Arizona ,ATM,False,
TX2aafda36,2025-01-27 11:13:50,ACCT68498,EXT-65179,Wire Transfer,212.22,73,99.179.189.224,DEV-4923,Ohio,Branch,True,Tech Support
TXc07b1ba4,2025-01-18 00:40:35,ACCT61220,EXT-14577,Online Payment,961.31,67,166.212.167.190,DEV-5599,New York,ATM,True,Tech Support
TX7cfe31db,2025-01-16 08:40:50,ACCT91788,ACCT14535,Online Payment,12.58,90,163.50.96.203,DEV-7582,Texas,Online Banking,True,Tech Support
TXc50a06b4,2025-01-25 08:49:58,ACCT86028,ACCT95225,Online Payment,5202.97,73,135.34.121.6,DEV-1124,Washington,Branch,True,Personal Data Breach
TXc7eb5c2b,2025-01-27 21:41:50,ACCT87528,ACCT43181,Withdrawal,5525.07,65,239.254.54.196,DEV-3692,Arizona ,Branch,False,
TX09043fe8,2025-01-08 00:50:23,ACCT26919,ACCT51888,Withdrawal,7033.34,74,101.54.49.169,DEV-2843,Washington,Branch,False,
TX1eda8d78,2025-01-02 02:30:20,ACCT47922,ACCT64262,Wire Transfer,9980.27,81,114.81.99.234,DEV-2232,Arizona ,Online Banking,False,
TX6fc7ff92,2025-01-13 19:30:46,ACCT63454,ACCT15197,Wire Transfer,277.36,76,157.155.71.176,DEV-3964,New York,Online Banking,False,
TXa67c05d6,2025-01-31 16:53:50,ACCT45788,ACCT66336,Wire Transfer,1163.25,67,234.251.19.248,DEV-6814,Arizona ,ATM,False,
TX196e8659,2025-01-18 04:55:40,ACCT94072,ACCT40285,Wire Transfer,6270.35,83,153.250.230.216,DEV-2072,Pennsylvania,Mobile App,False,
TX9de9a884,2025-01-09 10:59:44,ACCT12410,ACCT91637,Withdrawal,2112.55,61,36.176.245.216,DEV-1666,Texas,Mobile App,False,
TX7e6d7de8,2025-01-17 20:03:09,ACCT49109,ACCT51888,Online Payment,9131.31,68,142.157.251.151,DEV-2342,Texas,ATM,True,Extortion
TXe6a484f6,2025-01-21 12:27:22,ACCT95248,ACCT87528,Online Payment,8234.0,81,156.18.202.45,DEV-6613,Washington,Online Banking,False,
TXcc235f73,2025-01-14 19:06:40,ACCT65738,ACCT59323,Wire Transfer,5961.79,87,80.9.162.63,DEV-9591,Pennsylvania,Branch,False,
TX00ac8b77,2025-01-01 23:08:43,ACCT50665,EXT-77114,Withdrawal,5802.44,86,231.228.172.216,DEV-8199,Florida,Branch,False,
TXc6ec13ec,2025-01-24 21:56:38,ACCT61425,ACCT22675,Online Payment,9734.91,89,53.152.146.59,DEV-3816,Colorado,Branch,True,Investment
TX8195b4da,2025-01-23 10:05:51,ACCT54766,ACCT65081,Wire Transfer,3546.0,81,89.126.194.21,DEV-1134,Arizona ,Branch,False,
TX04199e80,2025-01-21 19:09:50,ACCT71232,ACCT39121,Wire Transfer,5196.7,60,150.71.54.6,DEV-1067,Arizona ,Branch,False,
TX3662f729,2025-01-21 11:03:17,ACCT10801,ACCT94495,Wire Transfer,3695.35,79,178.22.6.251,DEV-1792,Arizona ,Online Banking,True,Investment
TXe11c5ff7,2025-01-20 12:11:28,ACCT50665,ACCT10667,Withdrawal,8779.78,86,89.92.250.26,DEV-9947,Ohio,Online Banking,False,
TXeda5231a,2025-01-14 09:00:16,ACCT83963,ACCT39683,Deposit,9064.69,77,167.77.12.3,DEV-6063,Pennsylvania,Branch,False,
TXd7c7fd2f,2025-01-19 21:32:30,ACCT85136,ACCT73680,Deposit,9700.05,71,79.163.25.213,DEV-8750,California,ATM,False,
TXb11aea2c,2025-01-16 12:15:54,ACCT86028,ACCT46919,Withdrawal,5379.92,73,75.185.5.106,DEV-5089,Arizona ,Online Banking,False,
TX3dea4806,2025-01-16 22:57:12,ACCT62713,ACCT31249,Withdrawal,5692.58,63,83.86.244.5,DEV-5258,Florida,ATM,True,Real Estate
TXd7d2bbd1,2025-01-15 22:28:23,ACCT32602,ACCT91879,Withdrawal,4355.33,73,124.32.102.154,DEV-8614,Texas,Mobile App,False,
TX2a683340,2025-01-07 21:37:05,ACCT43308,EXT-60356,Withdrawal,2006.67,65,72.27.61.118,DEV-4361,California,Online Banking,False,
TX17c87684,2025-01-11 23:50:45,ACCT42463,ACCT18266,Withdrawal,1758.24,66,29.97.51.243,DEV-5285,Colorado,Branch,False,
TX2913bc8b,2025-01-06 10:25:55,ACCT46280,ACCT14352,Online Payment,5331.31,65,250.5.236.99,DEV-1952,Washington,Branch,False,
TXafc30a5c,2025-01-25 08:38:32,ACCT22362,ACCT35987,Deposit,4457.73,68,111.68.187.218,DEV-4444,Arizona ,ATM,False,
TXbda03e74,2025-01-23 23:37:55,ACCT26325,ACCT26821,Online Payment,4774.65,85,216.144.82.69,DEV-5851,Florida,ATM,False,
TX21d50891,2025-01-10 10:09:29,ACCT59484,ACCT16339,Deposit,4511.68,69,19.199.202.80,DEV-3335,Pennsylvania,Online Banking,False,
TXe3e0f065,2025-01-03 05:26:30,ACCT18854,ACCT54330,Deposit,6761.37,63,54.194.204.33,DEV-1349,Texas,Mobile App,False,
TX0ccf0a80,2025-01-30 05:36:49,ACCT17349,ACCT12666,Withdrawal,8795.3,68,63.57.221.101,DEV-2306,Florida,Mobile App,False,
TXd84a12dc,2025-01-19 21:34:03,ACCT46480,ACCT30539,Withdrawal,1200.68,67,109.232.206.90,DEV-3673,Arizona ,ATM,False,
TX3023ddd7,2025-01-21 06:58:21,ACCT74598,EXT-73177,Deposit,5837.09,69,240.45.222.86,DEV-7534,California,ATM,False,
TX194a9ddc,2025-01-20 19:00:20,ACCT38240,ACCT47366,Withdrawal,6895.33,77,150.93.68.85,DEV-6644,Pennsylvania,Online Banking,False,
TXefe0a739,2025-01-08 03:10:10,ACCT20783,EXT-58507,Online Payment,317.2,65,38.142.116.227,DEV-8364,Colorado,ATM,False,
TX3da03cfc,2025-01-06 15:09:43,ACCT75962,EXT-70975,Wire Transfer,1674.04,83,12.215.47.158,DEV-3009,California,Mobile App,False,
TX5b7a4408,2025-01-16 07:30:31,ACCT33361,ACCT44655,Withdrawal,2099.28,86,120.80.124.95,DEV-6067,Pennsylvania,Branch,True,Confidence/Romance
TX0516de5e,2025-01-27 17:05:43,ACCT16328,ACCT75397,Online Payment,5177.6,72,116.86.212.122,DEV-5051,Ohio,Branch,True,Tech Support
TX5f908718,2025-01-23 18:32:41,ACCT53403,ACCT39121,Withdrawal,7471.64,77,63.123.148.1,DEV-1949,Washington,Branch,False,
TX469194e9,2025-01-28 17:02:39,ACCT75414,EXT-48951,Online Payment,364.9,82,241.101.128.167,DEV-4834,New York,Mobile App,False,
TXbd6790dc,2025-01-07 23:53:26,ACCT54806,ACCT85722,Online Payment,3194.84,86,243.168.97.89,DEV-8703,Colorado,Branch,True,Extortion
TX45de98dc,2025-01-16 12:55:47,ACCT74598,ACCT73153,Online Payment,4165.98,69,210.123.126.5,DEV-4990,Pennsylvania,Online Banking,False,
TXce9dbb17,2025-01-13 09:48:54,ACCT35110,ACCT77829,Online Payment,3590.28,82,37.40.13.74,DEV-2924,Florida,Branch,True,Investment
TX92eb43be,2025-01-18 03:53:18,ACCT80477,ACCT59999,Wire Transfer,4959.78,64,66.158.75.236,DEV-5419,New York,Mobile App,False,
TX8e070107,2025-01-24 01:45:18,ACCT23743,ACCT43747,Deposit,8465.44,77,244.76.70.201,DEV-1255,Washington,Mobile App,True,Investment
TX2d11e778,2025-01-31 04:14:33,ACCT66336,ACCT44022,Withdrawal,2254.96,88,95.22.156.161,DEV-7522,Florida,ATM,False,
TX54c57edd,2025-01-12 19:11:43,ACCT22675,ACCT94495,Withdrawal,9934.66,64,246.245.209.98,DEV-8838,Colorado,Branch,False,
TX97f921e3,2025-01-09 16:43:59,ACCT28736,ACCT55159,Wire Transfer,4551.81,90,119.121.184.222,DEV-5800,Washington,Branch,False,
TXfaee2795,2025-01-25 06:58:57,ACCT54330,ACCT29664,Deposit,9991.97,87,203.196.157.56,DEV-3077,Washington,Branch,True,Extortion
TX4f018004,2025-01-26 19:13:06,ACCT81053,ACCT67862,Deposit,1939.41,75,24.148.161.2,DEV-2313,Florida,Branch,False,
TX08aff52b,2025-01-28 12:54:49,ACCT21963,ACCT18258,Withdrawal,4184.9,85,193.40.253.175,DEV-1891,Arizona ,Mobile App,True,Personal Data Breach
TX2e70307f,2025-01-10 20:19:53,ACCT70235,ACCT28254,Deposit,2246.22,71,213.128.208.104,DEV-5052,Washington,Online Banking,False,
TXbdd5dd69,2025-01-27 03:29:21,ACCT45676,ACCT45442,Online Payment,1475.48,89,159.61.81.48,DEV-8566,Arizona ,Mobile App,False,
TX078e9d07,2025-01-03 12:33:37,ACCT43181,ACCT12763,Online Payment,5975.18,72,23.40.177.168,DEV-4831,Ohio,Mobile App,False,
TX46c50771,2025-01-16 18:15:39,ACCT23529,ACCT13040,Wire Transfer,1047.07,90,159.170.196.27,DEV-8866,Ohio,ATM,False,
TXedfa8f6d,2025-01-18 11:27:31,ACCT16916,ACCT92077,Wire Transfer,6978.78,81,161.130.128.9,DEV-5390,Pennsylvania,Mobile App,False,
TX360d4d69,2025-01-25 15:47:48,ACCT72579,ACCT54011,Withdrawal,5697.47,68,60.69.199.106,DEV-4797,Colorado,Online Banking,False,
TX2b10932f,2025-01-27 18:42:18,ACCT11902,ACCT33755,Wire Transfer,3319.17,66,121.16.200.119,DEV-6742,Pennsylvania,Mobile App,False,
TXba950310,2025-01-11 03:50:07,ACCT23816,EXT-81807,Online Payment,9422.2,81,27.228.188.234,DEV-5924,Ohio,ATM,False,
TX4d8a7c5a,2025-01-08 09:21:02,ACCT16332,ACCT31863,Online Payment,7892.06,64,111.136.120.161,DEV-3701,Colorado,Mobile App,False,
TX3c56cef8,2025-01-11 14:05:59,ACCT55159,ACCT26821,Withdrawal,3293.74,79,227.240.218.8,DEV-4963,California,Online Banking,False,
TX46c6a328,2025-01-26 16:53:28,ACCT13040,ACCT47050,Wire Transfer,6523.33,70,210.10.37.151,DEV-6974,Arizona ,ATM,False,
TX122251e3,2025-01-30 03:52:22,ACCT70448,ACCT51001,Withdrawal,4745.82,79,223.44.216.176,DEV-1532,California,Online Banking,False,
TX6e034900,2025-01-13 13:11:56,ACCT54330,ACCT82813,Deposit,5160.58,87,246.55.59.149,DEV-9837,Pennsylvania,Mobile App,False,
TX394013b9,2025-01-30 20:07:40,ACCT46909,ACCT69084,Withdrawal,3055.71,65,105.189.45.61,DEV-6006,Colorado,ATM,True,Confidence/Romance
TX823a1138,2025-01-12 09:31:39,ACCT42463,ACCT52233,Online Payment,2158.11,66,158.145.242.42,DEV-3993,Colorado,Mobile App,False,
TXa0f62219,2025-01-19 14:29:56,ACCT26328,ACCT10485,Withdrawal,2475.55,83,23.191.7.252,DEV-4285,Pennsylvania,ATM,False,
TXb2b49966,2025-01-09 08:50:13,ACCT11279,ACCT35987,Online Payment,4665.09,69,68.162.161.129,DEV-7041,Washington,Online Banking,False,
TX6ef4587b,2025-01-29 19:56:06,ACCT11748,EXT-98029,Online Payment,9036.18,79,194.115.41.194,DEV-4612,Pennsylvania,Mobile App,False,
TXcb296d2e,2025-01-10 14:28:55,ACCT50219,ACCT35319,Deposit,638.51,80,66.148.210.70,DEV-6668,Washington,Branch,False,
TXdecd456f,2025-01-15 16:00:28,ACCT90417,EXT-45263,Wire Transfer,8079.34,69,78.89.194.104,DEV-8547,Colorado,Online Banking,True,Investment
TX5c4b0622,2025-01-11 06:31:53,ACCT69988,EXT-86823,Deposit,5781.77,89,197.150.169.18,DEV-6362,Pennsylvania,Online Banking,False,
TX1719f4a5,2025-01-07 10:07:08,ACCT11562,ACCT13920,Wire Transfer,9708.07,71,190.39.171.68,DEV-6142,Ohio,Branch,False,
TXcd49b30e,2025-01-09 23:40:31,ACCT93624,EXT-87470,Withdrawal,6675.35,82,68.175.227.44,DEV-9683,Texas,Online Banking,False,
TX3ff078b3,2025-01-07 10:29:42,ACCT67081,EXT-62832,Online Payment,4571.83,67,232.227.199.118,DEV-2751,California,ATM,False,
TXcdf55137,2025-01-24 15:46:44,ACCT16758,EXT-18272,Wire Transfer,2823.96,73,201.214.133.212,DEV-6363,Washington,Online Banking,False,
TX78dbdf5b,2025-01-23 22:11:07,ACCT18258,EXT-30421,Wire Transfer,4968.39,89,18.6.46.35,DEV-3534,Ohio,Online Banking,False,
TX43ccc401,2025-01-24 15:01:30,ACCT24448,EXT-85208,Wire Transfer,2403.66,62,6.215.83.23,DEV-6348,Ohio,Online Banking,False,
TX222eea16,2025-01-12 02:58:40,ACCT41547,ACCT33819,Wire Transfer,4982.73,90,253.8.139.225,DEV-9596,Pennsylvania,ATM,False,
TXefa30615,2025-01-11 12:50:36,ACCT87089,ACCT50219,Withdrawal,2458.02,61,197.11.209.115,DEV-8322,Pennsylvania,ATM,False,
TX0e82a76b,2025-01-24 12:55:27,ACCT12410,EXT-31180,Deposit,1666.23,61,179.97.113.34,DEV-7229,Washington,Mobile App,True,Extortion
TXb71edec0,2025-01-16 12:43:50,ACCT38423,EXT-85690,Withdrawal,3529.71,70,20.92.233.144,DEV-4879,Pennsylvania,Online Banking,True,Extortion
TX9c033c5d,2025-01-01 19:40:02,ACCT29920,EXT-26348,Withdrawal,8320.14,71,221.126.207.87,DEV-9989,Arizona ,Mobile App,False,
TX9249e54a,2025-01-26 20:33:25,ACCT74598,ACCT12763,Deposit,8528.08,69,94.153.176.44,DEV-2652,Washington,Online Banking,False,
TXf0bcc0b0,2025-01-12 11:53:25,ACCT72433,ACCT11279,Wire Transfer,2424.47,70,112.98.27.159,DEV-3734,Washington,Branch,False,
TXac9950dd,2025-01-09 14:09:42,ACCT23743,ACCT14535,Deposit,1538.16,77,168.50.232.222,DEV-5939,Florida,Mobile App,True,Extortion
TXa4a5e72d,2025-01-21 22:39:09,ACCT54806,ACCT45925,Wire Transfer,9009.8,86,248.111.92.186,DEV-4862,California,Online Banking,False,
TXa2d499d1,2025-01-19 09:34:03,ACCT10667,ACCT37454,Online Payment,19.62,62,251.207.220.73,DEV-1900,Texas,ATM,False,
TX22ada2ef,2025-01-12 02:34:57,ACCT52283,EXT-87154,Wire Transfer,400.84,71,161.113.99.142,DEV-1547,California,Branch,True,Real Estate
TXb8477818,2025-01-25 06:43:40,ACCT51001,ACCT18753,Wire Transfer,9932.8,65,70.195.92.85,DEV-9691,Ohio,Mobile App,True,Personal Data Breach
TXe5dd69e4,2025-01-16 13:03:18,ACCT53403,EXT-15492,Deposit,7040.8,77,193.236.48.157,DEV-8482,California,Online Banking,False,
TX189a930c,2025-01-15 07:02:32,ACCT53403,ACCT67788,Withdrawal,7588.25,77,166.170.189.10,DEV-1654,New York,ATM,True,Extortion
TX4f8e6d8c,2025-01-09 16:31:16,ACCT94495,EXT-88789,Deposit,9016.06,82,194.7.123.235,DEV-4254,Florida,Mobile App,True,Real Estate
TX6052d265,2025-01-03 22:43:43,ACCT35110,ACCT70224,Wire Transfer,8238.6,82,20.248.232.100,DEV-2720,Pennsylvania,Branch,False,
TX7b49d307,2025-01-01 05:02:51,ACCT13000,ACCT59999,Deposit,5332.52,80,184.118.39.138,DEV-9140,Washington,ATM,False,
TX58e4db46,2025-01-25 03:27:46,ACCT62713,EXT-66612,Wire Transfer,8862.63,63,46.225.20.4,DEV-9894,Colorado,Branch,True,Tech Support
TXe935a39e,2025-01-25 18:29:20,ACCT37454,ACCT69132,Wire Transfer,8318.42,81,29.106.74.40,DEV-1957,Washington,Mobile App,False,
TX69f8fd09,2025-01-16 20:42:30,ACCT22362,EXT-53152,Wire Transfer,1983.8,68,205.202.146.137,DEV-9312,California,Branch,False,
TX90dbff83,2025-01-17 07:46:43,ACCT80058,ACCT40285,Withdrawal,904.9,80,93.119.78.244,DEV-8265,New York,ATM,False,
TXb8807800,2025-01-14 02:26:51,ACCT43576,ACCT12668,Deposit,4397.03,67,217.106.201.133,DEV-8906,Pennsylvania,Mobile App,False,
TX62235459,2025-01-22 21:27:15,ACCT67690,EXT-78929,Deposit,8757.79,88,87.95.214.193,DEV-8762,Washington,Online Banking,False,
TX6621efff,2025-01-07 09:37:43,ACCT99087,ACCT23934,Deposit,8116.73,73,205.169.119.141,DEV-8365,Florida,ATM,False,
TX2949ce3c,2025-01-21 21:22:54,ACCT67378,ACCT72274,Withdrawal,294.57,86,132.185.34.153,DEV-4917,California,Mobile App,True,Real Estate
TX80f59de2,2025-01-01 18:04:46,ACCT91788,EXT-17427,Online Payment,6456.69,90,194.108.25.241,DEV-5075,Ohio,Branch,False,
TXf31d007b,2025-01-03 02:23:57,ACCT11748,ACCT35110,Online Payment,6253.51,79,140.156.86.134,DEV-9443,California,Branch,False,
TXb9f5cb29,2025-01-29 23:01:39,ACCT28761,ACCT52233,Withdrawal,9226.07,86,85.134.87.156,DEV-6931,Florida,Mobile App,False,
TX4ce9d08b,2025-01-18 21:03:09,ACCT71002,ACCT39962,Deposit,5649.51,80,166.122.11.97,DEV-8548,Ohio,Branch,False,
TX0f6d2924,2025-01-21 04:44:37,ACCT10828,ACCT45676,Deposit,1408.89,72,37.41.160.210,DEV-3513,Ohio,Mobile App,False,
TXccc7a32e,2025-01-25 10:02:11,ACCT52048,ACCT73680,Online Payment,723.21,62,44.81.65.239,DEV-6874,New York,Online Banking,False,
TX2068548e,2025-01-23 19:36:15,ACCT33761,ACCT72433,Online Payment,4954.77,90,185.204.36.151,DEV-6219,New York,Online Banking,True,Real Estate
TXa19898f9,2025-01-06 11:19:51,ACCT66268,EXT-85982,Deposit,1006.58,65,185.239.102.1,DEV-4340,Ohio,Online Banking,False,
TX89cc7475,2025-01-29 08:56:40,ACCT53215,ACCT67098,Withdrawal,4901.86,78,138.230.233.128,DEV-6015,Florida,Mobile App,False,
TX05576b43,2025-01-23 13:59:41,ACCT79013,ACCT38629,Deposit,8071.96,64,250.56.184.11,DEV-1746,Florida,Online Banking,False,
TXa31d6816,2025-01-10 04:26:46,ACCT64476,EXT-25823,Deposit,7877.67,88,214.124.143.192,DEV-8574,Colorado,Online Banking,False,
TX86d32784,2025-01-29 01:48:10,ACCT81946,EXT-24769,Online Payment,947.88,61,218.159.45.26,DEV-3021,Florida,Online Banking,False,
TXec2013a9,2025-01-11 04:38:04,ACCT43228,ACCT98007,Deposit,205.95,83,170.9.194.74,DEV-9219,Arizona ,Branch,False,
TXff0e2b03,2025-01-11 11:19:13,ACCT23229,ACCT35618,Deposit,2599.82,61,69.243.250.59,DEV-6245,Florida,Branch,False,
TXe435c922,2025-01-17 19:32:28,ACCT31827,ACCT44259,Wire Transfer,3274.23,72,254.89.242.41,DEV-4972,Washington,Mobile App,False,
TX6347148e,2025-01-11 20:27:32,ACCT85136,ACCT16957,Deposit,5763.5,71,18.64.155.71,DEV-1661,Florida,ATM,True,Tech Support
TX84f971fa,2025-01-04 22:49:23,ACCT53403,ACCT68433,Withdrawal,632.62,77,170.83.104.145,DEV-5613,Ohio,Online Banking,False,
TX0e3cb929,2025-01-08 17:00:32,ACCT87089,ACCT52233,Deposit,3142.05,61,133.57.125.188,DEV-7473,New York,Online Banking,False,
TX6ff25cca,2025-01-10 06:13:34,ACCT85136,ACCT95880,Wire Transfer,1005.64,71,228.125.49.20,DEV-6203,Florida,Mobile App,True,Personal Data Breach
TX10c07ca6,2025-01-03 05:42:30,ACCT39683,ACCT67690,Deposit,5978.49,61,174.134.185.204,DEV-8569,Arizona ,Mobile App,True,Tech Support
TXb791dd55,2025-01-14 00:07:20,ACCT23934,ACCT56849,Withdrawal,4916.87,86,18.109.155.49,DEV-7120,Texas,Online Banking,False,
TX694de034,2025-01-16 00:30:16,ACCT36864,ACCT54784,Deposit,1167.66,63,114.170.115.108,DEV-9094,Pennsylvania,Mobile App,True,Tech Support
TXd0e6b34b,2025-01-22 20:32:03,ACCT87069,ACCT18266,Withdrawal,2719.73,76,114.124.170.47,DEV-5829,California,Mobile App,True,Personal Data Breach
TX08607648,2025-01-28 10:51:59,ACCT78298,ACCT73273,Withdrawal,3759.15,62,81.100.16.5,DEV-7836,Texas,ATM,False,
TX07418d6c,2025-01-17 00:36:52,ACCT89835,ACCT67205,Withdrawal,7635.51,88,205.151.155.237,DEV-6309,Arizona ,Online Banking,False,
TXf404b999,2025-01-02 15:22:28,ACCT90134,EXT-25470,Wire Transfer,5013.2,63,152.100.230.242,DEV-9213,Florida,Mobile App,False,
TX215cff64,2025-01-27 11:26:35,ACCT46919,ACCT23934,Deposit,6753.14,67,207.8.164.74,DEV-6978,Colorado,Online Banking,False,
TX6a9fe3b5,2025-01-27 20:56:17,ACCT94072,EXT-86711,Withdrawal,501.44,83,122.83.1.89,DEV-2645,Pennsylvania,Branch,False,
TX2e68cbfe,2025-01-23 11:49:07,ACCT76386,EXT-38665,Wire Transfer,2794.84,70,36.92.225.45,DEV-8387,Ohio,Mobile App,True,Personal Data Breach
TX4d92a03d,2025-01-09 05:17:02,ACCT47922,ACCT25886,Withdrawal,4628.1,81,47.78.1.182,DEV-6317,California,ATM,True,Real Estate
TXb2c52d87,2025-01-13 06:37:20,ACCT57600,ACCT78298,Withdrawal,9958.42,71,237.159.37.203,DEV-7302,Colorado,Mobile App,False,
TX32ae1346,2025-01-13 19:51:13,ACCT16238,EXT-48973,Deposit,2441.12,84,70.68.47.111,DEV-4109,Texas,Mobile App,False,
TX19adea90,2025-01-25 19:39:03,ACCT81350,EXT-84430,Wire Transfer,7389.88,69,250.42.38.3,DEV-5660,California,Branch,True,Extortion
TX04c5a2db,2025-01-23 11:13:17,ACCT71096,ACCT13920,Deposit,563.79,70,28.23.120.247,DEV-1983,New York,Online Banking,False,
TX3d7932df,2025-01-09 00:50:27,ACCT85089,ACCT40771,Withdrawal,1567.51,64,110.219.171.54,DEV-3195,New York,Branch,False,
TX28a96beb,2025-01-30 04:48:49,ACCT59764,ACCT56844,Online Payment,160.94,68,97.34.5.181,DEV-7569,Colorado,ATM,True,Investment
TXc1adc90d,2025-01-01 23:53:16,ACCT11902,ACCT35618,Online Payment,8273.45,66,40.193.135.193,DEV-5559,Colorado,ATM,True,Confidence/Romance
TXf719f883,2025-01-01 20:38:26,ACCT17349,ACCT61425,Online Payment,3534.48,68,86.115.206.91,DEV-2241,Washington,Online Banking,False,
TXba847290,2025-01-31 13:09:26,ACCT87738,ACCT53403,Deposit,6074.43,64,105.194.135.130,DEV-3227,Colorado,Online Banking,True,Extortion
TX082e3cac,2025-01-29 14:59:43,ACCT42253,EXT-42490,Wire Transfer,5792.11,67,228.28.153.159,DEV-2571,Texas,ATM,False,
TX90e1ddaf,2025-01-04 15:53:43,ACCT51798,ACCT40438,Online Payment,9343.96,61,223.254.71.46,DEV-9990,California,Branch,False,
TX05ca0bdf,2025-01-02 20:53:27,ACCT31755,ACCT33761,Deposit,7148.85,83,203.248.43.174,DEV-3536,Florida,Online Banking,False,
TX82b80954,2025-01-04 02:26:06,ACCT83577,ACCT27310,Wire Transfer,2143.31,83,101.92.117.214,DEV-1333,Arizona ,Branch,False,
TX63192e3d,2025-01-10 10:52:19,ACCT47516,ACCT34087,Online Payment,9452.58,62,72.159.96.35,DEV-5663,Ohio,Mobile App,False,
TXcf4db85d,2025-01-13 05:37:39,ACCT69747,ACCT93624,Online Payment,3674.4,62,178.117.144.29,DEV-1088,Texas,Branch,False,
TX499886b1,2025-01-23 13:11:24,ACCT44022,ACCT52283,Wire Transfer,3935.61,65,153.114.255.174,DEV-3419,Washington,Online Banking,False,
TX2ccb3123,2025-01-17 08:30:01,ACCT24025,ACCT95248,Wire Transfer,5046.01,86,175.63.207.160,DEV-7139,Pennsylvania,Mobile App,True,Confidence/Romance
TX11c4b966,2025-01-08 01:50:40,ACCT70983,ACCT38423,Wire Transfer,2619.29,68,161.115.143.57,DEV-1822,Florida,Mobile App,False,
TX464c6a1e,2025-01-22 22:10:10,ACCT51001,ACCT82234,Deposit,1916.03,65,66.53.163.248,DEV-1672,Arizona ,Online Banking,False,
TX00f0e793,2025-01-14 02:44:47,ACCT25855,ACCT27310,Wire Transfer,4454.95,68,110.135.212.203,DEV-1360,Florida,Branch,False,
TXf7e40355,2025-01-08 13:08:19,ACCT70224,ACCT74135,Online Payment,3963.8,77,211.245.2.30,DEV-8848,Ohio,Branch,False,
TX00dd4e0d,2025-01-23 22:25:52,ACCT71002,ACCT19476,Wire Transfer,9269.64,80,239.150.251.176,DEV-8781,Ohio,ATM,False,
TXfb5639a5,2025-01-07 14:40:11,ACCT67098,ACCT95880,Withdrawal,6902.01,71,95.52.82.195,DEV-4148,California,Branch,False,
TX0cc70891,2025-01-10 09:04:44,ACCT25855,ACCT22688,Online Payment,5102.53,68,185.56.148.130,DEV-6531,Pennsylvania,Online Banking,True,Confidence/Romance
TXd71cc8cb,2025-01-17 17:02:01,ACCT46909,ACCT92291,Online Payment,1239.15,65,247.14.33.45,DEV-7384,Pennsylvania,Mobile App,False,
TX8af78ac1,2025-01-28 02:02:30,ACCT13000,ACCT10350,Wire Transfer,695.14,80,72.115.115.140,DEV-7850,Arizona ,ATM,False,
